code,stop_name,street_name,lat,lng,route
KL2106,KL2106 AEON BIG WANGSA MAJU,JLN WANGSA DELIMA,3.195350294,101.7421385,251;T221;T222;T251
KL750,KL750 SHELL WANGSA MAJU,JLN 34/26,3.196479661,101.7446947,251;T221;T222;T251
KL748,KL748 SMK SEKSYEN 5 WANGSA MAJU (OPP),JLN 8/27A,3.198281,101.745938,251;T221
,KOMPLEKS SUKAN SETIAWANGA,JLN 6/27A,3.19961,101.750691,251
KL837,KL837 TAMAN WANGSA JAYA,JLN 6/27A,3.197776,101.755404,251
,RESIDEN SETIAWANGSA (OPP),JLN 1/56,3.191817,101.757502,251
KL842,KL842 KELUMPUK TEMPUA,JLN 1/56,3.187427395,101.7561345,251;253;T223
KL2193,KL2193 SRA AL-TABRANI (OPP),JLN 10/56,3.184113,101.756325,251;253;T223
AJ475,AJ475 AU3 (SELATAN),JLN AU3/12,3.183246661,101.7579789,251;253;T223
KL2104,KL2104 SK WANGSA JAYA (OPP),JLN 2/27A,3.205967,101.739273,253
AJ295,AJ295 PUSAT GEOLOGI PETRONAS,JLN AU 3/1,3.180418,101.765589,253
AJ476,AJ476 PUSAT GEOLOGI PETRONAS,JLN ENGGANG,3.178677,101.756348,253
AJ301,AJ301 SR STELLA MARIS,MRR2,3.173891,101.756515,253
AJ503,AJ503 KUALA AMPANG,MRR2,3.163991,101.752746,253
AJ507,AJ507 KPJ AMPANG PUTERI,JLN ULU KLANG,3.160189,101.750792,253
AJ181,AJ181 KPJ AMPANG PUTERI,JLN MAMANDA 9,3.159205,101.752133,253
AJ108,AJ108 AMPANG POINT (OPP),JLN AMPANG,3.15685856,101.7511458,253;300;303;T300;T301;T302;T303;T304
AJ106,AJ106 AMPANG POINT (BARAT),JLN ULU KLANG,3.159813,101.749811,253
AJ504,AJ504 KUALA AMPANG,MRR2,3.164426,101.752628,253
AJ502,AJ502 PUSAT METHODIST AMPANG,MRR2,3.167983,101.753465,253
AJ513,AJ513 JEJANTAS SR STELLA MARIS (OPP),MRR2,3.173773,101.756054,253
AJ477,AJ477 PUSAT GEOLOGI PETRONAS (OPP),JLN ENGGANG,3.178373,101.756184,253
AJ452,AJ452 AU3 (SELATAN),JLN AU3/12,3.183141,101.757886,253
KL845,KL845 KELUMPUK KUANG,JLN 1/56,3.187206,101.755806,253
KL838,KL838 MENARA JENTAYU (OPP),JLN 3/56,3.189648,101.757485,253
KL1325,KL1325 WANGSA MELAWATI,MRR2,3.212788,101.743085,253
KL1279,KL1279 SMK WANGSA MELAWATI,MRR2,3.215255,101.739444,253
KL167,KL167 TAR COLLEGE (OPP),JLN GENTING KELANG,3.214502,101.732568,253
KL168,KL168 TAMAN BUNGA RAYA (TIMUR),JLN GENTING KELANG,3.211289,101.729858,253
KL2080,KL2080 PPR SUNGAI BONUS,PERS 54B,3.188082238,101.7214195,254
KL2081,KL2081 PASAR AIR PANAS (OPP),JLN AYER KEROH,3.188891,101.719586,254
KL706,KL706 KG BARU AIR PANAS,JLN AYER PANAS,3.188806,101.716806,254
KL2083,KL2083 SK/SMK AIR PANAS (OPP),JLN AYER PANAS,3.189187,101.715207,254
KL707,KL707 APT RESOURCE SPRINGS,JLN AYER PANAS,3.189817,101.713891,254
KL708,KL708 CATHOLIC CHURCH,JLN AYER PANAS,3.190929,101.712656,254
KL2084,KL2084 TAMAN AIR PANAS (BARAT),JLN AYER PANAS,3.191737,101.710246,254
KL1818,KL1818 HAB TITIWANGSA,JLN PANGKOR,3.172015168,101.6959316,254;302;402
KL2072,KL2072 TAMAN AIR PANAS (BARAT),JLN AYER PANAS,3.191752,101.710682,254
KL2073,KL2073 MEDAN SELERA AIR PANAS,JLN AYER PANAS,3.191053,101.712693,254
KL709,KL709 SURAU ALJAMIYYIAH (OPP),JLN AYER PANAS,3.189987,101.713891,254
KL2074,KL2074 SK/SMK AIR PANAS,JLN AYER PANAS,3.189339,101.715134,254
KL2075,KL2075 KG BARU AIR PANAS,JLN AYER PANAS,3.188861,101.717082,254
KL2077,KL2077 PASAR AIR PANAS,JLN AYER KEROH,3.189066,101.719201,254
KL2078,KL2078 PPR SERI SEMARAK,JLN AYER KEROH,3.188785,101.721349,254
AJ468,AJ468 HUB PANDAN INDAH,JLN PANDAN INDAH,3.134093,101.753511,300;420;T351
AJ179,AJ179 APARTMENT MERPATI,JLN PANDAN INDAH,3.133868,101.7563377,300;420;AJ04;T351
AJ444,AJ444 PANDAN INDAH AUTOCITY,JLN PANDAN INDAH,3.132979,101.760232,300;T350;T351
AJ327,AJ327 STOR MPAJ,JLN PANDAN INDAH,3.132742,101.761534,300
AJ338,AJ338 APARTMENT PANDAN MEWAH,JLN PANDAN MEWAH,3.130683,101.763221,300;T350
AJ131,AJ131 HOSPITAL AMPANG (BARAT),JLN PANDAN MEWAH,3.12783237,101.7631457,300;T350
AJ132,AJ132 SMK PANDAN MEWAH,JLN PANDAN MEWAH,3.12555463,101.7630572,300;T350
AJ133,AJ133 PUTERI PARK PLAZA,JLN TAMAN PUTRA,3.120543,101.763181,300
AJ134,AJ134 TAMAN PUTRA AMPANG (BARAT),JLN TAMAN PUTRA,3.120943,101.766281,300
AJ135,AJ135 TAMAN PUTRA AMPANG (TIMUR),JLN TASIK TAMBAHAN 1,3.122004,101.768471,300
AJ136,AJ136 KG TASIK TAMBAHAN (BARAT),JLN TASIK TAMBAHAN 1,3.123602,101.768206,300
AJ137,AJ137 KG TASIK TAMBAHAN (UTARA),JLN TASIK TAMBAHAN 1,3.126253,101.769133,300
AJ138,AJ138 KG TASIK TAMBAHAN (TIMUR),JLN TASIK TAMBAHAN 1,3.127056,101.770154,300
AJ139,AJ139 TIEN QUAN,JLN TASIK TAMBAHAN 1,3.128157,101.771621,300
AJ143,AJ143 SRI TAMAN BARU (UTARA),JLN 1/1,3.129363,101.772317,300;T301
AJ144,AJ144 APARTMENT MESRA VILLA,JLN IKAN JELAWAT,3.131902,101.771246,300;T301
AJ145,AJ145 KG AMPANG CAMPURAN,JLN IKAN JELAWAT,3.131979,101.769332,300;T301
AJ146,AJ146 SK AMPANG CAMPURAN,JLN MERDEKA,3.133920847,101.7681149,300;T301
AJ322,AJ322 SMK BANDAR BARU AMPANG,JLN WAWASAN AMPANG,3.137365,101.769085,300;AJ2B
AJ52,AJ52 HUB SRI NILAM,JLN WAWASAN AMPANG,3.139852738,101.7693092,300;AJ2A;AJ2B
,PERUMAHAN JLN WAWASAN 3/2,JLN WAWASAN AMPANG,3.143354,101.769523,300;AJ2A;AJ2B
AJ102,AJ102 KOMERSIAL BANDAR BARU AMPANG,JLN AMPANG,3.146240207,101.7684712,300;303;T302;T304
AJ104,AJ104 AMPANG WATERFRONT 1,JLN AMPANG,3.147509,101.765774,300;303;T301;T302;T304
AJ426,AJ426 SJKT AMPANG,JLN AMPANG,3.148826054,101.7631774,300;303;T301;T302;T304
AJ106,AJ106 LRT AMPANG,JLN AMPANG,3.151223111,101.7604475,300;303;T301;T302;T304
AJ325,AJ325 FLAT TAMAN DATO AHMAD RAZALI,JLN AMPANG,3.152936,101.757275,300;303;T301;T302;T303;T304
KL2291,KL2291 BANGUNAN RISDA,JLN AMPANG,3.159385947,101.7442882,300;303
KL2297,KL2297 3 TOWERS KL,JLN AMPANG,3.16021996,101.7416626,300;303
KL893,KL893 GLENEAGLES (OPP),JLN AMPANG,3.160652,101.739516,300;303;T224
KL2289,KL2289 GREAT EASTERN,JLN AMPANG,3.160795,101.737121,300;303
KL2304,KL2304 PERKESO,JLN AMPANG,3.160401,101.734652,300;303;T224
KL2281,KL2281 AMPWALK,JLN AMPANG,3.160523699,101.7289021,300;303
KL611,KL611 PROTON EDAR,JLN AMPANG,3.160159566,101.7253618,300;303
KL91,KL91 CITIBANK / INTERCONTINENTAL HOTEL,JLN AMPANG,3.160277615,101.7173027,300;302;303;402
KL93,KL93 MENARA ATLAN,JLN AMPANG,3.159962,101.715857,300;302;303;402
KL94,KL94 KLCC (UTARA),JLN AMPANG,3.158876,101.712331,300;302;303;402
KL97,KL97 WISMA SELANGOR DREDGING (OPP),JLN AMPANG,3.159009,101.709716,300;303
KL99,KL99 BERJAYA CENTRAL PARK,JLN AMPANG,3.156678,101.705536,300;303
KL25,KL25 LRT DANG WANGI,JLN AMPANG,3.156105426,101.7029548,300;303
KL26,KL26 SMK CONVENT BUKIT NANAS,JLN AMPANG,3.153500135,101.7008987,300;303
KL27,KL27 MENARA AIA,JLN AMPANG,3.152588689,101.6997661,300;303
KL1937,KL1937 LRT MASJID JAMEK,JLN MELAKA,3.14972636,101.6968737,300;303
KL2308,KL2308 KOLEJ RIMA,JLN DANG WANGI,3.156043513,101.7006502,300;303
KL2303,KL2303 LRT DANG WANGI,JLN AMPANG,3.156094053,101.7023611,300;303
KL2298,KL2298 RENAISSANCE HOTEL,JLN AMPANG,3.157121,101.705886,300;303
KL2300,KL2300 HOTEL MAYA,JLN AMPANG,3.158771018,101.7086222,300;303
KL2301,KL2301 KLCC (OPP),JLN AMPANG,3.159305986,101.7122953,300;303
KL2302,KL2302 HOTEL CORUS,JLN AMPANG,3.160017,101.715353,300;303
KL2306,KL2306 AMPANG PARK,JLN AMPANG,3.160423658,101.7183672,300;303
KL1543,KL1543 ROZEL,JLN AMPANG,3.160421778,101.7253497,300;303
KL2280,KL2280 APARTMENT SUCASA,JLN AMPANG,3.160705939,101.7285676,300;303
KL2282,KL2282 RUSSIAN EMBASSY,JLN AMPANG,3.160857997,101.7312578,300
KL2305,KL2305 INSTITUT PENYELIDIKAN GETAH,JLN AMPANG,3.160743751,101.7334559,300;303
KL2279,KL2279 GLENEAGLES,JLN AMPANG,3.161120692,101.737832,300;303
KL2296,KL2296 REI SERAYA,JLN AMPANG,3.160565839,101.7410463,300;303
KL2290,KL2290 RISDA,JLN AMPANG,3.159325999,101.7457389,300;303
AJ182,AJ182 AMPANG POINT,JLN AMPANG,3.157334893,101.7508336,300;303;T300;T301;T302;T304
AJ29,AJ29 APARTMENT CEMPAKA,JLN AMPANG,3.155303739,101.7538369,300;303;T301;T302;T304
AJ30,AJ30 TAMAN AHMAD RAZALI,JLN AMPANG,3.153007606,101.7578728,300;303;T301;T302;T304
AJ31,AJ31 LRT AMPANG (OPP),JLN AMPANG,3.151348,101.760686,300;303;AJ2A;T301;T302;T304
AJ32,AJ32 DEWAN DATO AHMAD RAZALI,JLN AMPANG,3.148583,101.764107,300;303;AJ2A;T301;T302;T304
AJ61,AJ61 AMPANG WATERFRONT (BARAT),JLN AMPANG,3.147362,101.766674,300;303;AJ2A;T302;T304
AJ435,AJ435 AMPANG WATERFRONT (TIMUR),JLN AMPANG,3.146458,101.768487,300;AJ2A;T302;T304
,PERUMAHAN JLN WAWASAN 1/2,JLN WAWASAN AMPANG,3.143673,101.769793,300;AJ2A
AJ54,AJ54 HUB SRI NILAM,JLN WAWASAN AMPANG,3.139297,101.769531,300
AJ148,AJ148 APARTMENT MESRA VILLA,JLN IKAN JELAWAT,3.132015,101.771306,300;T301
AJ149,AJ149 SRI TAMAN BARU (UTARA),JLN 1/1,3.129224,101.772499,300;T301
AJ340,AJ340 KG TASIK TAMBAHAN (TIMUR),JLN TASIK TAMBAHAN 1,3.126855,101.770104,300;T350
AJ416,AJ416 KG TASIK TAMBAHAN (UTARA),JLN TASIK TAMBAHAN 1,3.126018,101.769023,300;T350
AJ151,AJ151 KG TASIK TAMBAHAN (BARAT),JLN TASIK TAMBAHAN 1,3.123466153,101.7683302,300;T350
AJ152,AJ152 TAMAN PUTRA AMPANG (TIMUR),JLN TASIK TAMBAHAN 1,3.122185,101.768541,300;T350
AJ153,AJ153 TAMAN PUTRA AMPANG BARAT,JLN TAMAN PUTRA,3.120654,101.766083,300;AJ2B;T350
AJ154,AJ154 PUTERI PARK PLAZA,JLN TAMAN PUTRA,3.120411,101.764263,300;T350
AJ428,AJ428 PARAGON POINT (UTARA),JLN TERATAI 1/2,3.120681,101.762941,300;AJ2B;T350
AJ155,AJ155 SMK PANDAN MEWAH,JLN PANDAN MEWAH,3.125219,101.762831,300;AJ04;AJ2B;T350
AJ156,AJ156 HOSPITAL AMPANG,JLN PANDAN MEWAH,3.12755,101.762898,300;AJ04;AJ2B
AJ337,AJ337 APARTMENT PANDAN MEWAH,JLN PANDAN MEWAH,3.129739,101.762947,300;AJ04;AJ2B;T350
AJ177,AJ177 STOR MPAJ,JLN PANDAN INDAH,3.132183,101.762236,300;420;T350;T351
AJ434,AJ434 PANDAN INDAH AUTOCITY,JLN PANDAN INDAH,3.132713,101.760186,300;420;T350;T351
AJ178,AJ178 MASJID AL-ADZIM,JLN PANDAN INDAH,3.133591,101.756402,300
KL1943,KL1943 FLAT PKNS (OPP),JLN TUN RAZAK,3.166433,101.714857,302
KL1949,KL1949 INTERMARK MALL,JLN TUN RAZAK,3.161832,101.719627,302;402
KL96,KL96 MENARA AMBANK,JLN YAP KWAN SENG,3.160792235,101.7109824,302;402
KL1945,KL1945 MENARA PTPTN,JLN YAP KWAN SENG,3.162313,101.713241,302;402
KL1948,KL1948 FLAT PKNS,JLN TUN RAZAK,3.166158368,101.7145431,302;402
AJ76,AJ76 HENTIAN TAMAN MULIA JAYA,PERS SAUJANA,3.131948847,101.7880644,303;T301
AJ77,AJ77 FLAT TAMAN MULIA JAYA,JLN AMPANG INDAH,3.133246,101.788143,303;T301
AJ90,SPG JLN 7,JLN AMPANG INDAH,3.133799674,101.7848636,303
AJ91,SPG JLN 9,JLN AMPANG INDAH,3.135652394,101.7842287,303
AJ92,TADIKA,JLN AMPANG INDAH,3.137405553,101.7835635,303
AJ93,REST FATIMAH GAOS,LEMBAH JAYA SELATAN,3.138873679,101.7838896,303
AJ94,SPG JLN 7,JLN LEMBAH JAYA SELATAN,3.141052708,101.7839085,303
AJ95,LOJI,JLN LEMBAH JAYA SELATAN,3.141499996,101.7827349,303
AJ96,AJ96 SIMPANG LEMBAH JAYA,JLN LEMBAH JAYA SELATAN,3.142945127,101.7812419,303;T302
AJ97,AJ97 KOMERSIAL AMPANG,JLN AMPANG,3.143167,101.778132,303;T302
AJ98,AJ98 AMPANG WATERFRONT 3,JLN AMPANG,3.143148,101.776899,303;T302
AJ99,SPG TMN WATAN,JLN BKT BELACAN,3.14321494,101.7749401,303
AJ100,AJ100 AMPANG WATERFRONT 2 (TIMUR),JLN AMPANG,3.143197,101.773386,303;T302
AJ101,AJ101 AMPANG WATERFRONT (BARAT),JLN AMPANG,3.144586,101.770723,303;T302
,LRT AMPANG PARK (OPP),JLN AMPANG,3.159957,101.719123,303;402
AJ310,AJ310 TAMAN SRI AMPANG,JLN AMPANG,3.143422,101.774898,303;AJ2B
AJ63,AJ63 AMPANG WATERFRONT 3,JLN AMPANG,3.143428,101.777202,303;T302
AJ431,AJ431 KOMERSIAL AMPANG,JLN AMPANG,3.143416,101.778513,303;AJ2B;T302
AJ64,AJ64 SIMPANG LEMBAH JAYA,JLN LEMBAH JAYA SELATAN,3.143476,101.780809,303;T302
AJ69,LOJI,JLN LEMBAH JAYA SELATAN,3.141719022,101.7827573,303
AJ70,TANGKI AIR,JLN LEMBAH JAYA SELATAN,3.141088807,101.7841226,303
AJ71,REST FATIMAH GAOS,LEMBAH JAYA SELATAN,3.138935561,101.7841441,303
AJ72,TADIKA,JLN AMPANG INDAH,3.137499034,101.7837665,303
AJ73,SPG JLN 9,JLN AMPANG INDAH,3.135858054,101.7844326,303
AJ74,SPG JLN 7,JLN AMPANG INDAH,3.13393498,101.7851032,303
AJ75,AJ75 FLAT TAMAN MULIA JAYA (OPP),JLN AMPANG INDAH,3.133322,101.787977,303;T301
KL423,KL423 PRIMA ALAM DAMAI,JLN DESA CHERAS,3.055034,101.743311,400
KJ402,KJ402 PETRONAS DAMAI PERDANA (OPP),PERS DAMAI PERDANA,3.053812927,101.7445499,400
KJ404,KJ404 DAMAI PERDANA FASA 1,PERS DAMAI PERDANA,3.050566846,101.741401,400
KJ406,KJ406 DAMAI PERDANA FASA 2,PERS DAMAI PERDANA,3.046834722,101.7393243,400
KJ397,KJ397 PERUMAHAN DAMAI PERDANA FASA 3,PERS DAMAI PERDANA,3.048900321,101.7398516,400
KJ398,KJ398 PERUMAHAN DAMAI PERDANA,PERS DAMAI PERDANA,3.05156844,101.742553,400
KJ401,KJ401 PETRONAS DAMAI PERDANA,PERS DAMAI PERDANA,3.054155064,101.744354,400
KJ649,KJ649 FLAT CHERAS UTAMA (OPP),JLN DAMAI INDAH 2,3.052987,101.746953,400
KJ696,KJ696 PERUMAHAN POLIS DESA BAIDURI,PERS BAIDURI,3.051563526,101.7476457,400
KJ694,KJ694 SK DESA BAIDURI,PERS BAIDURI,3.047272,101.750849,400
KJ748,KJ748 TAMAN KOPERASI MAJU JAYA,JLN SERI TAMING 2A,3.047791,101.753252,400
,VINA RESIDENCY,JLN SERI TAMING 2A,3.050291,101.753297,400
,TAMAN SERI TAMING,JLN SERI TAMING 2A,3.054158,101.753483,400
KL2174,KL2174 PADANG TAMAN DAHLIA,JLN 8/154,3.055623995,101.7494044,400
KL1721,KL1721 KOMERSIAL TAMAN BAHAGIA,JLN 8/154,3.058044039,101.7494236,400
KL405,KL405 TAMAN BUKIT ANGSANA,JLN 8/154,3.061925705,101.7494773,400
KL406,KL406 TAMAN SURIA JAYA,JLN 8/154,3.064506902,101.7494644,400
KL407,KL407 SRA AL-MUBARAQAH,JLN 1/144A,3.071275748,101.7497533,400
KL408,KL408 FLAT TAMAN BUKIT CHERAS,JLN 1/144A,3.073092415,101.7490218,400
KL409,KL409 PETRONAS TAMAN LENSENG (OPP),JLN 1/144A,3.074003,101.746403,400
KL2175,KL2175 MEDAN CONNAUGHT,JLN 3/144A,3.075536,101.745859,400
KL2176,KL2176 CONNAUGHT AVENUE,JLN 3/144A,3.078026,101.74263,400
KL755,KL755 TAMAN BUKIT HIJAU,JLN CHERAS,3.086078,101.741526,400;450
KL1723,KL1723 CHERAS LEISURE MALL (OPP),JLN CHERAS,3.088401784,101.7410903,400;450
KL1724,KL1724 EKOCHERAS MALL,JLN CHERAS,3.092809,101.739674,400
KL799,KL799 MRT TAMAN MIDAH PINTU A,JLN CHERAS,3.105244,101.731771,400;450
KL801,KL801 VELODROM BUSINESS PARK,JLN CHERAS,3.110265611,101.7297838,400;450
KL354,KL354 KOMPLEKS DARUL PUTERI (OPP),JLN CHERAS,3.116736,101.727994,400;402;450
KL355,KL355 STADIUM BADMINTON KL,JLN CHERAS,3.119397,101.728157,400;402;450
KL361,KL361 MRT MALURI PINTU A,JLN CHERAS,3.123425,101.7277683,400;402;450
KL874,KL874 AEON MALURI (OPP),JLN CHERAS,3.125063568,101.7267071,400;402;450
KL362,KL362 JABATAN KESIHATAN DBKL,JLN CHERAS,3.126683333,101.72353,400;402;450
KL363,KL363 SUNWAY MEDICAL VELOCITY (OPP),JLN CHERAS,3.128018333,101.7214617,400;402;450
KL365,KL365 WARISAN CITYVIEW,JLN CHERAS,3.129206667,101.71979,400;402;450
KL1770,KL1770 BALAI BOMBA PUDU,JLN PUDU,3.133355388,101.7143742,400;580;590
KL1771,KL1771 LRT PUDU/MAJESTIC,JLN PUDU,3.136303587,101.7116206,400;420;421;450;580;590
KL1772,KL1772 FURAMA (OPP),JLN PUDU,3.139362,101.709657,400;420;421;450;580;590
KL121,KL121 MONOREL IMBI/TIMES SQUARE,JLN IMBI,3.143008,101.709679,400
KL122,KL122 PLAZA IMBI,JLN IMBI,3.143307,101.710739,400
KL123,KL123 MONOREL BUKIT BINTANG/SG WANG,JLN SULTAN ISMAIL,3.145928,101.711388,400;420;421;580
KL86,KL86 MRT BUKIT BINTANG/HSBC,JLN SULTAN ISMAIL,3.147717604,101.7108523,400;420;421;580
KL9,KL9 WISMA BOUSTEAD,JLN RAJA CHULAN,3.150198532,101.7091848,400;420;421;580
KL11,KL11 WISMA MPL,JLN RAJA CHULAN,3.150643,101.707128,400;420
KL12,KL12 MENARA KL,JLN RAJA CHULAN,3.150379,101.705928,400;420;421;580
KL13,KL13 WISMA BUDIMAN,JLN RAJA CHULAN,3.149205,101.701929,400;420;421;580
KL14,KL14 MENARA OLYMPIA,JLN RAJA CHULAN,3.14866977,101.7001723,400;420;421;580
KL100,KL100 BACKHOME HOSTEL,JLN TUN HS LEE,3.148724732,101.6979178,400;580
KL101,KL101 HUB LEBUH PUDU,JLN SILANG,3.146475661,101.6981918,400;450;580;590
KL119,KL119 HOSPITAL TUNG SHIN,JLN PUDU,3.145221667,101.70462,400;420;421;450;580;590
KL120,KL120 HOTEL SWISS GARDEN (OPP),JLN PUDU,3.144438,101.706043,400;420;421;450;580;590
KL866,KL866 FURAMA,JLN PUDU,3.138532,101.710008,400;420;421;450;580;590
KL867,KL867 LRT PUDU/MAJESTIC (OPP),JLN PUDU,3.136598228,101.7117017,400;420;421;450;580;590
KL803,KL803 PEJABAT POS PUDU,JLN PUDU,3.133819053,101.7140776,400;580;590
KL868,KL868 ALL SAINTS CHURCH,JLN CHERAS,3.13038427,101.7187122,400;402;450
KL366,KL366 WARISAN CITYVIEW (OPP),JLN CHERAS,3.128962,101.720501,400;402;450
KL367,KL367 SUNWAY MEDICAL VELOCITY,JLN CHERAS,3.127684,101.722349,400;402;450
KL2208,KL2208 SUNWAY VELOCITY MALL,JLN CHERAS,3.126747,101.724088,400
KL368,KL368 AEON MALURI,JLN CHERAS,3.125323076,101.72698,400;402;450
KL869,KL869 LRT MALURI,JLN CHERAS,3.123475,101.728087,400
KL1702,KL1702 STADIUM BADMINTON KL (OPP),JLN CHERAS,3.119263,101.728402,400;402;450
KL1703,KL1703 KOMPLEKS DARUL PUTERI,JLN CHERAS,3.116648,101.728274,400;402;450
KL1704,KL1704 BHP CHERAS,JLN CHERAS,3.109729662,101.7302162,400;450
KL1705,KL1705 TAMAN MIDAH (UTARA),JLN CHERAS,3.102694,101.734135,400;450
KL756,KL756 MRT TAMAN MUTIARA PINTU B,JLN CHERAS,3.091753,101.740472,400;450
KL757,KL757 CHERAS LEISURE MALL,JLN CHERAS,3.089210018,101.7411661,400;450
KL919,KL919 TAMAN BUKIT HIJAU,JLN CHERAS,3.08559495,101.7419797,400;450
KL2271,KL2271 CHERAS SENTRAL MALL,JLN 3/144A,3.077637714,101.7435119,400
KL2171,KL2171 CHERIA HEIGHTS APARTMENT,JLN 3/144A,3.076049,101.745965,400
KL414,KL414 FLAT TAMAN BUKIT CHERAS,JLN 1/144A,3.072837775,101.7494153,400
KL415,KL415 SRA AL-MUBARAQAH (OPP),JLN 1/144A,3.070588056,101.7499279,400
KL417,KL417 FLAT TAMAN SURIA JAYA,JLN 8/154,3.064504627,101.7496835,400
KL418,KL418 KOMERSIAL BUKIT ANGSANA,JLN 8/154,3.061914423,101.7496367,400
KL419,KL419 TAMAN SRI BAHAGIA,JLN 8/154,3.058367585,101.7496431,400
KJ750,KJ750 KOMERSIAL SERI TAMING,JLN SUADAMAI,3.054928227,101.7501202,400
KJ746,KJ746 TAMAN SERI TAMING,JLN SERI TAMING 2A,3.054665834,101.7537102,400
,VINA RESIDENCY (OPP),JLN SERI TAMING 2A,3.050103,101.753539,400
KJ747,KJ747 TAMAN KOPERASI MAJU JAYA,JLN SERI TAMING 2A,3.047633996,101.7533956,400
KJ749,KJ749 SK DESA BAIDURI (OPP),PERS BAIDURI,3.047033224,101.7513264,400
KJ707,KJ707 PADANG AWAM DESA BAIDURI,PERS BAIDURI,3.046964,101.749108,400
KJ708,KJ708 PERUMAHAN CHERAS UTAMA,PERS BAIDURI,3.048770564,101.7480496,400
KJ709,KJ709 PERUMAHAN POLIS DESA BAIDURI (OPP),PERS BAIDURI,3.051603,101.747502,400
KJ710,KJ710 FLAT CHERAS UTAMA,JLN DAMAI INDAH 2,3.053172329,101.7467166,400
KL421,KL421 PRIMA ALAM DAMAI (OPP),JLN DESA CHERAS,3.054896,101.742976,400
,TAMAN DESA CHERAS,JLN 7/154D,3.055729,101.737697,400
,TERMINAL MALURI,JLN CHERAS,3.124039371,101.7278415,402
KL2225,KL2225 WISMA INDAH,JLN CHAN SOW LIN,3.133487,101.718056,402;450
KL384,KL384 MASJID ALAM SHAH,JLN TUN RAZAK,3.135489,101.718685,402
KL267,KL267 THE FORUM CONDOMINIUM,JLN TUN RAZAK,3.144363,101.721486,402
KL1955,KL1955 EMBASSY INDONESIA,JLN TUN RAZAK,3.146564632,101.7221267,402
KL270,KL270 TABUNG HAJI,JLN TUN RAZAK,3.157748565,101.7206108,402
KL1947,KL1947 MENARA TH SELBORN,JLN TUN RAZAK,3.168753063,101.7116883,402
KL271,KL271 IJN (BARAT),JLN TUN RAZAK,3.170440374,101.7098758,402
KL273,KL273 PADANG HKL,JLN TUN RAZAK,3.172720394,101.7050186,402
KL1837,KL1837 ISTANA BUDAYA,JLN TUN RAZAK,3.173355,101.703764,402
KL1633,KL1633 PUSAT DARAH NEGARA,JLN TUN RAZAK,3.172888361,101.7057281,402
KL1638,KL1638 HOSPITAL PUSRAWI,JLN TUN RAZAK,3.170858251,101.7099523,402
KL95,KL95 KLCC,JLN P.RAMLEE,3.156793442,101.7106864,402
KL88,KL88 GRAND HYATT HOTEL,JLN PINANG,3.153862821,101.7117314,402
KL89,KL89 EXXON MOBIL,PERS KLCC,3.15379641,101.7157615,402
KL1951,KL1951 THE BINJAI,PERS KLCC,3.154225691,101.7173241,402
KL266,KL266 RHB BANK,JLN TUN RAZAK,3.144073744,101.7218015,402
KL1953,KL1953 TREC KL,JLN TUN RAZAK,3.142547932,101.7214354,402
KL890,KL890 PETRONAS JLN COCHRANE,JLN TUN RAZAK,3.136194,101.719181,402;421
KL891,KL891 WISMA INDAH,JLN CHAN SOW LIN,3.13372238,101.7183828,402;450
AJ157,AJ157 PANDAN MEWAH HEIGHTS,JLN PANDAN UTAMA,3.130923,101.762139,420;AJ04;T351
AJ158,AJ158 FLAT 610,JLN PANDAN UTAMA,3.130479,101.760369,420;AJ04;T351
AJ159,AJ159 SURAU MADRASATUL SOFWA,JLN PANDAN UTAMA,3.129884167,101.7589606,420;AJ04;T351
AJ160,AJ160 APARTMENT BUNGA RAYA,JLN PANDAN UTAMA,3.129247333,101.757267,420;AJ04;T351
AJ161,AJ161 MENARA MPAJ,JLN PANDAN UTAMA,3.128996,101.753841,420;AJ03;AJ04;T351
AJ162,AJ162 HOSPITAL PANTAI AMPANG,JLN PANDAN UTAMA,3.128842665,101.7518377,420;T351
AJ163,AJ163 BALAI POLIS PANDAN INDAH (OPP),JLN PANDAN ILMU,3.127884,101.750843,420;T351
AJ164,AJ164 SK PANDAN INDAH,JLN PANDAN ILMU,3.125424,101.751033,420;T351
AJ165,AJ165 SMK PANDAN INDAH,JLN PANDAN ILMU,3.122964,101.751258,420;AJ03;T351
AJ166,AJ166 TAMAN KENCANA (TIMUR),JLN BUNGA RAYA,3.119356,101.750688,420
AJ331,AJ331 TAMAN KENCANA (BARAT),JLN BUNGA RAYA,3.119608,101.748577,420;AJ04
AJ511,AJ511 PANDAN PERDANA BUSINESS CENTRE,MRR2,3.121653,101.7465176,420
AJ268,AJ268 FLAT PANDAN PERDANA,MRR2,3.124248,101.746728,420
AJ486,AJ486 PANDAN JAYA,JLN PANDAN 1,3.136666,101.742988,420
AJ487,AJ487 FLAT PANDAN JAYA (TIMUR),JLN PANDAN 1,3.136056,101.7413036,420
AJ488,AJ488 FLAT M3 PANDAN JAYA,JLN PANDAN 1,3.134528,101.737814,420
KL394,KL394 CASARIA,JLN JEJAKA,3.132369,101.734785,420
KL395,KL395 KOMPLEKS MALURI (OPP),JLN JEJAKA,3.131161,101.734689,420
KL379,KL379 WISMA SISTEM,JLN MAHKOTA,3.12822,101.732537,420
KL372,KL372 KOMPLEKS KEDIAMAN AWAM,JLN COCHRANE,3.131462,101.729844,420
