code,stop_name,street_name,lat,lng,route
AJ392,AJ392 APARTMENT SRI MELOR (OPP),JLN UKAY PERDANA 4,3.2038106,101.7756699,AJ01;T222
AJ393,AJ393 PUSAT KOMERSIAL UP,JLN UKAY PERDANA,3.204530341,101.7790488,T222
AJ394,AJ394 PANGSAPURI SRI IMPIAN (OPP),JLN UKAY PERDANA,3.208093961,101.7810574,T222
AJ395,AJ395 PANGSAPURI KAYANGAN (OPP),JLN UKAY PERDANA,3.210224591,101.7792223,AJ01;T222
KL812,KL812 LRT SETIAWANGSA,JLN JELATEK,3.175839,101.735726,T223
AJ413,AJ413 SRA AL-AZIZIAH (OPP),JLN AU1A/1,3.173119,101.737152,T223
AJ414,AJ414 PANGSAPURI PKNS (OPP),JLN AU1A/1,3.173853,101.73771,T223
AJ479,AJ479 TAMAN KERAMAT PERMAI BARAT,JLN AU1A/1,3.176344,101.738925,T223
KL431,KL431 SETIAWANGSA BUSINESS CENTRE,JLN TAMAN SETIAWANGSA,3.177623,101.742667,T223
KL2188,KL2188 PANGSAPURI ATM SETIAWANGSA (OPP),JLN TMN SETIAWANGSA,3.177498413,101.7448549,T223
KL448,KL448 AEON AU2 (OPP),JLN TAMAN SETIAWANGSA,3.178681,101.750687,T223
KL844,KL844 KELUMPUK EMBUN EMAS,JLN 1/56,3.182873,101.754693,T223
KL843,KL843 KELUMPUK CEMPERLING,JLN 1/56,3.182678476,101.75495,T223
KL432,KL432 AEON SETIAWANGSA AU2,JLN TAMAN SETIAWANGSA,3.178288588,101.7503094,T223
KL436,KL436 PANGSAPURI ATM SETIAWANGSA,JLN TMN SETIAWANGSA,3.177267936,101.7450809,T223
KL437,KL437 SETIAWANGSA BUSINESS PARK,JLN TAMAN SETIAWANGSA,3.177310721,101.7428534,T223
KL438,KL438 MASJID MUADZ JABAL (OPP),JLN TAMAN SETIAWANGSA,3.177551555,101.7384198,T223
AJ403,AJ403 LRT JELATEK,JLN JELATEK,3.166763036,101.7351568,T224
KL2315,KL2315 PPR DBKL JELATEK,JLN JELATEK,3.164089833,101.7350642,T224
KL217,KL217 WICKHAM RESIDENCE,JLN 1/76,3.156739,101.737119,T224
KL1661,KL1661 SELANGOR POLO CLUB,JLN 1/76,3.153649,101.736958,T224
KL238,KL238 DESA PANDAN APARTMENT (UTARA),JLN 1/76E,3.152978,101.737151,T224
KL220,KL220 MUTIARA UPPER EAST CONDOMINIUM,JLN 1/76E,3.152319,101.737799,T224
KL1838,KL1838 MENARA POLO/SK DESA PANDAN (OPP),JLN 4/76E,3.150324,101.738504,T224
KL221,KL221 DESA PANDAN APARTMENT (BARAT),JLN 2/76D,3.148355,101.740352,T224
KL1840,KL1840 DESA PANDAN CENTRAL (TIMUR),JLN 2/76D,3.146917348,101.7400289,T224
KL222,KL222 DESA PANDAN CENTRAL (TENGAH),JLN 2/76,3.146417,101.738195,T224
KL1841,KL1841 DESA PANDAN CENTRAL/PETRON,JLN 2/76,3.146749,101.736431,T224
KL260,KL260 VILLA U THANT APARTMENT,JLN 1/76,3.148019,101.735784,T224
KL261,KL261 DESA PANDAN APARTMENT J3 (OPP),JLN 1/76,3.151633,101.736178,T224
KL262,KL262 KUARTERS KERAJAAN U-THANT,JLN 1/76,3.153668,101.736656,T224
KL263,KL263 RAINTREE RESIDENCE,JLN 1/76,3.155678,101.736961,T224
KL2269,KL2269 KATANA II CONDOMINIUM,JLN AMPANG HILIR,3.158092,101.738903,T224
,AMPANG 971 (OPP),JLN RITCHIE,3.158457,101.740487,T224
KL264,KL264 VILLA AMAN CONDOMINIUM,JLN RITCHIE,3.159471,101.740701,T224
KL2314,KL2314 PICASSO RESIDENCE,JLN JELATEK,3.163502,101.734811,T224
KL980,KL980 SURAU AL-AMIN,JLN 1/23E,3.214176,101.721755,T250
KL981,KL981 INDAH APARTMENT,JLN 1/23E,3.211786,101.720964,T250
KL970,KL970 DANAU KOTA APARTMENT (OPP),JLN 1/23E,3.208683,101.719969,T250
KL942,KL942 PV12 RESIDENCE,JLN LANGKAWI,3.206814,101.717428,T250
KL1519,KL1519 AEON BIG DANAU KOTA,JLN DANAU SAUJANA,3.204432,101.715764,T250
KL1520,KL1520 PV15 PLATINUM,JLN DANAU SAUJANA,3.202479,101.716971,T250
KL940,KL940 SETAPAK CENTRAL,JLN TMN IBU KOTA,3.204846,101.720942,T250
KL971,KL971 DANAU KOTA APARTMENT,JLN 1/23E,3.208892,101.719771,T250
KL972,KL972 INDAH APARTMENT (OPP),JLN 1/23E,3.212288,101.720757,T250
KL973,KL973 VISTA WIRAJAYA,JLN 1/23E,3.215423,101.722522,T250
KL725,KL725 RAMPAI COURT (SELATAN),JLN 34/26,3.192312,101.734184,T251
KL726,KL726 TAMAN MEGAN SETAPAK,JLN 34/26,3.194451,101.730545,T251
,AVILA RESIDENCES,JLN 34/26,3.192218,101.737081,T251
AJ42,AJ42 HENTIAN BUKIT INDAH,JLN BKT INDAH UTAMA,3.147765413,101.7768369,T300;T304
AJ43,AJ43 FLAT TAMAN KOSAS,JLN BUKIT INDAH UTAMA,3.147311,101.776135,T300;T304
AJ34,AJ34 SMK TAMAN KOSAS,JLN BUKIT INDAH UTAMA,3.149586,101.772821,T300;T304
AJ117,AJ117 DEWAN UDA JAYA,JLN RASMI 14,3.15075358,101.7717633,T300
AJ118,AJ118 SAR KAFA (OPP),JLN RASMI 14,3.151816241,101.7701647,T300
AJ119,AJ119 TAMAN RASMI JAYA,JLN RASMI 14,3.152882,101.768627,T300
AJ120,AJ120 TAMAN AMPANG PRIMA,JLN DEDAP,3.154346,101.767778,T300
AJ306,AJ306 TUDOR COURT APARTMENT (OPP),JLN DEDAP,3.155404,101.767483,T300
AJ121,AJ121 TAMAN TAR,JLN DEDAP,3.156597,101.767113,T300
AJ122,AJ122 AMPANG JAYA (SELATAN),JLN MELATI,3.156672,101.765637,T300
AJ123,AJ123 AMPANG JAYA (TIMUR),JLN 12,3.156151,101.763226,T300
AJ124,AJ124 DEWAN MPAJ (OPP),JLN 1,3.158995,101.760701,T300
AJ125,AJ125 AMPANG JAYA (UTARA),JLN 1,3.160621,101.760334,T300
AJ126,AJ126 PEJABAT AHLI PARLIMEN AMPANG,JLN KERJA AYER LAMA,3.160263,101.758386,T300
AJ480,AJ480 KOJAYA AMPANG,JLN MAMANDA 27,3.159242,101.757478,T300
AJ461,AJ461 SURAU AN-NAJAH,JLN MAMANDA 11,3.158941,101.755023,T300
AJ462,AJ462 SURAU AN-NAJAH (OPP),JLN MAMANDA 11,3.159047,101.755102,T300
AJ464,AJ464 KOJAYA AMPANG (OPP),JLN MAMANDA 27,3.159295,101.757344,T300
AJ465,AJ465 PEJABAT AHLI PARLIMEN AMPANG (OPP),JLN KERJA AYER LAMA,3.160374,101.758174,T300
AJ110,AJ110 AMPANG JAYA (UTARA),JLN 1,3.160822,101.760381,T300
AJ111,AJ111 DEWAN MPAJ,JLN 1,3.158003,101.761077,T300
AJ304,AJ304 AMPANG JAYA (TIMUR),JLN 12,3.156284,101.763194,T300
AJ113,AJ113 AMPANG JAYA (SELATAN),JLN WIRA 1,3.156816,101.765401,T300
AJ114,AJ114 TUDOR COURT APARTMENT,JLN DEDAP,3.155569,101.767553,T300
AJ115,AJ115 TAMAN AMPANG PRIMA,JLN DEDAP,3.154307,101.767913,T300
AJ343,AJ343 TAMAN RASMI JAYA,JLN RASMI 14,3.153109,101.768563,T300
AJ116,AJ116 SAR KAFA,JLN RASMI 14,3.151949527,101.7702877,T300
AJ35,AJ35 TAMAN AMPANG INDAH,JLN BUKIT INDAH UTAMA,3.150746,101.772357,T300
AJ36,AJ36 TAMAN BUKIT INDAH (BARAT),JLN BUKIT INDAH UTAMA,3.152855,101.773653,T300;T304
AJ37,AJ37 EMERALD CONDOMINIUM,JLN BUKIT INDAH UTAMA,3.155546,101.773785,T300;T304
AJ38,AJ38 SK TAMAN BUKIT INDAH (OPP),JLN BUKIT INDAH UTAMA,3.157005,101.775765,T300;T304
AJ39,AJ39 TAMAN REKREASI BUKIT INDAH,JLN BUKIT INDAH UTAMA,3.152697,101.778398,T300;T304
AJ40,AJ40 TAMAN BUKIT INDAH (TIMUR),JLN BUKIT INDAH UTAMA,3.150916,101.778412,T300;T304
AJ48,AJ48 SPECTRUM MALL (OPP),JLN WAWASAN 4/2,3.145375,101.765176,AJ2A;T301
AJ420,AJ420 TEMPLE NINE EMPORER (OPP),JLN MERDEKA,3.142033,101.764982,T301
AJ49,AJ49 MERDEKA PLACE,JLN MERDEKA,3.139046,101.764376,T301
AJ50,AJ50 APARTMENT MERDEKA VILLA,JLN MERDEKA,3.136891,101.764566,T301
AJ328,AJ328 KG BARU AMPANG,JLN MERDEKA,3.136188,101.764729,T301
AJ51,AJ51 MERDEKA RIA INDUSTRIAL PARK,JLN MERDEKA,3.135057,101.765739,T301
AJ418,AJ418 SK AMPANG CAMPURAN (OPP),JLN MERDEKA,3.133742,101.768661,T301
AJ147,AJ147 KG AMPANG CAMPURAN,JLN IKAN JELAWAT,3.132094,101.769243,T301
AJ142,AJ142 SRI TAMAN BARU (TIMUR),JLN TASEK TAMBAHAN 1,3.128915,101.773578,T301
AJ433,AJ433 PETRONAS PERMAI JAYA,JLN TASEK TAMBAHAN 1,3.129316,101.775783,T301
AJ417,AJ417 DEWAN KEMAS,JLN TASEK TAMBAHAN 1,3.128506,101.777543,T301
AJ84,AJ84 PEKAN TASEK PERMAI,JLN PERMAI E,3.128045,101.780096,T301
AJ85,AJ85 KG TASEK PERMAI (SELATAN),JLN BESAR PERMAI,3.129898,101.780878,T301
AJ86,AJ86 KG TASEK PERMAI/MADRASAH (UTARA),JLN BESAR PERMAI,3.130855,101.780913,T301
AJ87,AJ87 KG INDAH PERMAI (BARAT),JLN INDAH 7,3.132767,101.781755,T301
AJ88,AJ88 KG INDAH PERMAI (UTARA),JLN INDAH 7,3.132952,101.783795,T301
AJ89,AJ89 KG INDAH PERMAI (TIMUR),JLN INDAH 7,3.133111,101.784786,T301
AJ78,AJ78 KG INDAH PERMAI (TIMUR),JLN INDAH 7,3.133122,101.785073,T301
AJ79,AJ79 KG INDAH PERMAI (UTARA),JLN INDAH 7,3.132849,101.783992,T301
AJ80,AJ80 KG INDAH PERMAI (BARAT),JLN INDAH 7,3.132666,101.781826,T301
AJ81,AJ81 KG TASEK PERMAI (UTARA),JLN BESAR PERMAI,3.131083,101.781095,T301
AJ82,AJ82 KG TASEK PERMAI (SELATAN),JLN BESAR PERMAI,3.129867,101.780974,T301
AJ83,AJ83 PEKAN TASEK PERMAI,JLN PERMAI E,3.127895,101.780201,T301
AJ432,AJ432 DEWAN KEMAS PERMAI,JLN TASIK TAMBAHAN 1,3.128398,101.777535,T301;T350
AJ140,AJ140 SEKOLAH AGAMA PERMAI,JLN TASIK TAMBAHAN 1,3.128969,101.77625,T301;T350
AJ141,AJ141 SRI TAMAN BARU (TIMUR),JLN TASEK TAMBAHAN 1,3.128748,101.773474,T301;T350
AJ57,AJ57 MERDEKA RIA INDUSTRIAL PARK,JLN MERDEKA,3.135025,101.765976,T301
AJ58,AJ58 KG BARU AMPANG,JLN MERDEKA,3.135414726,101.7645598,T301
AJ59,AJ59 APARTMENT MERDEKA VILLA (OPP),JLN MERDEKA,3.137389,101.764128,T301
AJ60,AJ60 MERDEKA PLACE,JLN MERDEKA,3.139103,101.764232,T301
AJ419,AJ419 TEMPLE NINE EMPORER,JLN MERDEKA,3.141898,101.764807,T301
AJ105,AJ105 SPECTRUM MALL,JLN WAWASAN 4/2,3.144997,101.764705,T301
AJ311,AJ311 KG LEMBAH JAYA UTARA,JLN BUKIT BELACAN,3.144753,101.786825,T302
AJ65,AJ65 APARTMENT DESA PERMAI (UTARA),JLN BUKIT BELACAN,3.147114,101.788099,T302
AJ66,AJ66 HENTIAN LEMBAH JAYA UTARA,JLN BUKIT BELACAN,3.149498911,101.7911115,T302
AJ67,AJ67 APARTMENT DESA PERMAI (UTARA),JLN BUKIT BELACAN,3.146261,101.787794,T302
AJ68,AJ68 KG LEMBAH JAYA UTARA,JLN BUKIT BELACAN,3.144473,101.786796,T302
AJ183,AJ183 PPR HILIRAN AMPANG,JLN AMPANG PUTRA,3.150669,101.746244,T303
AJ184,AJ184 RISDA ESTATES,JLN AMPANG PUTRA,3.150402,101.749057,T303
AJ467,AJ467 TAMAN ANGSANA HILIR,JLN NIRWANA 38,3.148681,101.750596,T303
AJ448,AJ448 PUSAT KOMERSIAL TAMAN CITY,JLN NIRWANA 38,3.147068,101.750625,T303
AJ214,AJ214 KG PANDAN DALAM (UTARA),JLN PANDAN RAYA,3.144899,101.745847,T303
AJ215,AJ215 KG PANDAN DALAM (SELATAN),JLN PANDAN RAYA,3.141962,101.745855,T303
AJ195,AJ195 LRT PANDAN INDAH,JLN CEMPAKA,3.136207,101.745486,T303
AJ196,AJ196 AXIS ATRIUM,JLN CEMPAKA,3.137571,101.747641,T303
AJ210,AJ210 SURAU AL-FALAH (OPP),JLN CEMPAKA 1,3.139393,101.748089,T303
AJ211,AJ211 KG PANDAN DALAM,JLN F,3.140819,101.746984,T303
AJ212,AJ212 KG PANDAN DALAM (SELATAN),JLN PANDAN RAYA,3.141211,101.745734,T303
AJ471,AJ471 PUSAT KOMERSIAL TAMAN CITY,JLN NIRWANA 38,3.147418,101.750515,T303
AJ466,AJ466 TAMAN ANGSANA HILIR,JLN PUTRA 6,3.148819,101.750501,T303
AJ185,AJ185 KIARA DUTA KONDOMINIUM,JLN AMPANG PUTRA,3.150109,101.752818,T303
AJ186,AJ186 DAGANG AVENUE,JLN AMPANG PUTRA,3.148957,101.755191,T303
AJ107,AJ107 APARTMENT CEMPAKA (OPP),JLN AMPANG,3.154139,101.754928,T303
AJ46,AJ46 SK TAMAN KOSAS,JLN KOSAS UTAMA,3.148325,101.773321,T304
AJ422,AJ422 APARTMENT ASTARIA,JLN KOSAS UTAMA,3.146766,101.772187,T304
AJ47,AJ47 APARTMENT ASTARIA (OPP),JLN KOSAS UTAMA,3.146559,101.771882,T304
AJ33,AJ33 SK TAMAN KOSAS (OPP),JLN KOSAS UTAMA,3.148576,101.773337,T304
KL2421,MRT TAMAN MIDAH PINTU B,JLN CHERAS,3.1044423,101.7329171,T305
KL797,XIAO EN CENTER,JLN KUARI,3.1040996,101.7332322,T305
KL798,MADRASATUL ISLAMIAH,JLN KUARI,3.106472,101.736,T305
KL2220,TAMAN SRI BAHTERA (TIMUR),JLN KUARI,3.107101,101.737915,T305
KL2323,KG CHERAS BARU (TIMUR),JLN KUARI,3.107181,101.74464,T305
KL2321,SURAU MANBAUL TAQWA,JLN KUARI,3.1064053,101.7462464,T305
KL2319,MASJID MADRASATUL AMALIAH,JLN KUARI,3.106912,101.74803,T305
KL2317,KG CHERAS BARU (BARAT),JLN KUARI,3.108263,101.750206,T305
AJ259,GLENVIEW VILLA CONDOMINIUM,JLN KUARI,3.111546,101.75369,T305
AJ260,DATARAN MESTIKA,JLN KUARI,3.113294,101.75498,T305
AJ265,TAMAN MUDA SELATAN,JLN MAWAR,3.114447,101.75876,T305
AJ427,TAMAN SERAYA (BARAT),JLN MAWAR,3.115126,101.761635,T305
AJ334,TAMAN SERAYA (TIMUR),JLN MAWAR,3.115573,101.762985,T305
AJ244,TAMAN SERAYA (UTARA),JLN TERATAI 1/2,3.116364,101.76355,T305
AJ335,TAMAN MELOR (BARAT),JLN TERATAI 1/2,3.118353,101.76323,T305
AJ246,PARAGON POINT (SELATAN),JLN TERATAI 1/2,3.119806,101.763054,T305
AJ428,PARAGON POINT (UTARA),JLN TERATAI 1/2,3.120738,101.76296,T305
AJ155,SMK PANDAN MEWAH,JLN TERATAI 1/2,3.125225,101.762831,T305
AJ156,HOSPITAL AMPANG (OPP),JLN PANDAN MEWAH,3.127551,101.762901,T305
AJ337,PANDAN MEWAH HEIGHT CONDOMINIUM,JLN PANDAN MEWAH,3.129074,101.762959,T305
AJ430,FLAT BAYU MURNI,JLN PANDAN INDAH,3.134048,101.766075,T305
AJ424,SEKOLAH KEBANGSAAN AMPANG CAMPURAN,JLN PANDAN INDAH,3.134384,101.76721,T305
AJ312,AMPANG AVENUE,JLN WAWASAN AMPANG,3.135045,101.76905,T305
AJ55,SMK BANDAR BARU AMPANG,JLN WAWASAN AMPANG,3.136969,101.76905,T305
AJ52,HAB BANDAR BARU AMPANG,JLN WAWASAN AMPANG,3.139761,101.7693,T305
AJ54,HAB BANDAR BARU AMPANG,JLN WAWASAN AMPANG,3.139356,101.76952,T305
AJ56,AMPANG AVENUE,JLN WAWASAN AMPANG,3.135501,101.769356,T305
AJ129,SK AMPANG CAMPURAN,JLN PANDAN INDAH,3.134072,101.7673,T305
AJ130,FLAT BAYU MURNI,JLN PANDAN INDAH,3.133559,101.765945,T305
AJ157,PANDAN MEWAH HEIGHT,JLN PANDAN UTAMA,3.1309135,101.7621734,T305
AJ158,FLAT PANDAN INDAH,JLN PANDAN UTAMA,3.1304325,101.760368,T305
AJ159,SURAU MADRASATUL SOFWA,JLN PANDAN UTAMA,3.129798,101.75887,T305
AJ160,BUNGA RAYA APARTMEN,JLN PANDAN UTAMA,3.1292,101.75717,T305
AJ233,PANDAN INDAH,JLN PANDAN MUHIBBAH,3.127729,101.75669,T305
AJ234,TAMAN LEMBAH MAJU (UTARA),JLN BUNGA MAWAR,3.125998,101.75561,T305
AJ235,FLAT LEMBAH MAJU,JLN BUNGA MAWAR,3.125372,101.75531,T305
AJ236,TAMAN LEMBAH MAJU (SELATAN),JLN BUNGA MAWAR,3.123674,101.75524,T305
AJ237,SEKOLAH KEBANGSAAN TAMAN MUDA,JLN BUNGA MAWAR,3.120506,101.755424,T305
AJ230,TAMAN MUDA (BARAT),JLN BUNGA RAYA,3.11992,101.75664,T305
AJ231,TAMAN MUDA (TIMUR),JLN BUNGA RAYA,3.120149,101.759186,T305
AJ242,TAMAN MAWAR,JLN TAMAN MAWAR 4,3.121351,101.759796,T305
AJ249,PARAGON POINT (SELATAN),JLN TERATAI 1/2,3.119834,101.76329,T305
AJ254,TAMAN SERAYA (TIMUR),JLN MAWAR,3.115456,101.76324,T305
AJ255,TAMAN SERAYA (BARAT),JLN MAWAR,3.114873,101.76154,T305
AJ261,DATARAN MESTIKA,JLN KUARI,3.113823,101.7558,T305
AJ263,GLENVIEW VILLA CONDOMINIUM,JLN KUARI,3.110933,101.75377,T305
KL2316,KG CHERAS BARU (BARAT),JLN KUARI,3.10788,101.749954,T305
KL2318,MADRASATUL AMALIAH,JALAN KUARI,3.106813,101.74816,T305;T409
KL2320,SURAU MANBA'UL TAQWA,JALAN KUARI,3.1063457,101.74603,T305;T409
KL2322,KG. CHERAS BARU (TIMUR),JALAN KUARI,3.106986,101.74462,T305;T409
KL2219,TAMAN SRI BAHTERA (BARAT),JLN KUARI,3.106841,101.737755,T305
KL796,MADRASATUL ISLAMIAH,JLN KUARI,3.106212,101.736015,T305
KL799,MRT TAMAN MIDAH PINTU A,JLN CHERAS,3.1053123,101.7317415,T305;T402
KL801,VELODROM BUSINESS PARK,JLN CHERAS,3.110251,101.729706,T305
AJ219,AJ219 LRT CEMPAKA,JLN PANDAN INDAH 6/10,3.138315873,101.7530802,AJ03;T350;T351
AJ220,AJ220 APARTMENT KEDIDI,JLN PANDAN INDAH 6/1,3.136605,101.754181,T350
AJ221,AJ221 APARTMENT NURI COURT (OPP),JLN PANDAN INDAH 6/1,3.135821,101.756281,T350
AJ222,AJ222 APARTMENT MERPATI (OPP),JLN PANDAN INDAH 6/1,3.133910779,101.757619,T350
AJ249,AJ249 PARAGON POINT (SELATAN),JLN TERATAI 1/2,3.119658,101.763299,T350;T351
AJ342,AJ342 TAMAN MELUR (BARAT),JLN TERATAI 1/2,3.118146,101.763393,T350;T351
AJ404,AJ404 TAMAN SERAYA (UTARA),JLN TERATAI 1/2,3.116481,101.763662,T350;T351
AJ250,AJ250 TAMAN BUKIT TERATAI,JLN TERATAI 1/2,3.115151,101.764188,AJ03;T350
AJ251,AJ251 PERUMAHAN TERATAI,JLN TERATAI 1/1,3.114785,101.765283,T350
AJ252,AJ252 PERUMAHAN TAMAN MELUR 1,JLN TERATAI 1/1,3.117204,101.767782,T350
AJ253,AJ253 TAMAN MELUR (SELATAN),JLN TERATAI 1/1,3.119658,101.769875,T350
AJ445,AJ445 TAMAN MELUR (UTARA),JLN TERATAI 1/1,3.120937,101.770215,T350
AJ298,AJ298 TAMAN REKREASI KG TASIK TAMBAHAN,JLN TAMAN PUTRA,3.121771976,101.7712359,T350
AJ299,AJ299 PASAR TASIK TAMBAHAN,JLN TAMAN PUTERA,3.123152,101.774828,T350
AJ300,AJ300 TAMAN SERI BAYU,JLN TAMAN PUTERA,3.125271,101.776535,T350
AJ333,AJ333 FLAT PANDAN INDAH,JLN PANDAN ILMU,3.121507,101.751328,AJ03;T351
AJ229,AJ229 THE RESIDENT AMPANG SOUTH,JLN BUNGA RAYA,3.119724,101.752015,AJ03;T351
AJ230,AJ230 TAMAN MUDA (BARAT),JLN BUNGA RAYA,3.119856,101.756687,AJ03;AJ04;T351
AJ231,AJ231 TAMAN MUDA (TIMUR),JLN BUNGA MAWAR,3.119988964,101.7591467,AJ04;T351
AJ242,AJ242 KOMERSIAL TAMAN MUDA,JLN BUNGA MAWAR 4,3.121373,101.760082,AJ04;T351
AJ254,AJ254 TAMAN SERAYA (TIMUR),JLN MAWAR,3.115468,101.763206,AJ03;T351
AJ255,AJ255 TAMAN SERAYA (BARAT),JLN MAWAR,3.114939,101.761604,AJ03;T351
AJ256,AJ256 FLAT INTAN,JLN BUKIT PERMAI,3.111956,101.758202,T351
AJ257,AJ257 TAMAN INDUSTRI BUKIT PERMAI,JLN BUKIT PERMAI,3.110905,101.756626,T351
AJ259,AJ259 GLENVIEW VILLA,JLN KUARI,3.111358,101.753737,T351
AJ260,AJ260 DATARAN MESTIKA,JLN KUARI,3.113255,101.755013,T351
AJ265,AJ265 TAMAN MUDA (SELATAN),JLN MAWAR,3.114418,101.758672,T351
,DEWAN KOMUNITI TAMAN MUDA (OPP),JLN BUNGA MAWAR,3.116488,101.759597,AJ03;T351
,PASAR TAMAN MUDA (OPP),JLN BUNGA MAWAR,3.119149,101.759349,AJ03;T351
AJ266,AJ266 TAMAN MUDA (BARAT),JLN BUNGA RAYA,3.119653,101.758107,AJ03;T351
AJ267,AJ267 THE RESIDENT AMPANG SOUTH,JLN BUNGA RAYA,3.119483963,101.7531241,AJ03;T351
AJ168,AJ168 TAMAN KENCANA (UTARA),JLN PANDAN ILMU,3.120468,101.75124,AJ03;AJ04;T351
KL881,TMN SHAMELIN,JLN 10/91,3.1237884,101.73908,T352
KL882,TOYOTA SERVIS,JLN 5/91,3.122683,101.73817,T352
AJ281,PERDANA COURT,JLN PERDANA UTAMA,3.120678,101.74083,T352
AJ446,WARTA PERDANA,JLN 2/1,3.119817,101.74167,T352
AJ282,PERDANA VILLA,JLN 2/1,3.117936,101.740616,T352
AJ283,PANDAN PERDANA DELUXE,JLN 2/1,3.116417,101.73973,T352
AJ284,PANDAN VISTA,JLN 2/1,3.115364,101.73914,T352
AJ285,PANDAN HEIGHT,JLN 2/1,3.11315,101.73849,T352
AJ286,PANDAN SAFARI,JLN 3/1,3.114211,101.740875,T352
AJ287,SK PANDAN PERDANA (OPP),JLN 3/1,3.116036,101.741745,T352
AJ288,7 ELEVEN,JLN 3/1,3.119992,101.74346,T352
AJ289,TADIKA BAKTI NUSA,JLN INDAH,3.124469,101.74231,T352
AJ290,WISMA DIRGAHAYU,JLN INDAH,3.127586,101.74259,T352
AJ291,TERMINAL MAJU JAYA,JLN INDAH,3.128789,101.7428,T352
AJ292,CALTEX,JLN INDAH,3.130222,101.7429,T352
AJ447,LRT PANDAN JAYA,JLN PANDAN INDAH,3.129456,101.73951,T352
KL872,BSN,JLN PANDAN INDAH,3.1276283,101.73617,T352
KL873,PGRM,JLN PANDAN INDAH,3.122869,101.72943,T352
KL361,MRT MALURI PINTU A,JALAN CHERAS,3.1232612,101.727844,T352;T400;T401
KL874,AEON MALURI 1 (OPP),JLN CHERAS,3.1250637,101.72671,T352;T401
KL362,JAB. KESIHATAN & ALAM SEKITAR DBKL,JALAN CHERAS,3.126686,101.723625,T352;T400;T401
KL363,KONDO BRUNSFIELD,JLN CHERAS,3.1280184,101.72146,T352;T401
KL2391,QUEEN'S AVENUE,JALAN SHELLEY,3.128891,101.7214,T352;T400;T401
KL892,MRT COCHRANE PINTU A,JALAN CONHRANE,3.133286,101.72268,T352;T400;T401
KL891,WISMA INDAH,JALAN TUN RAZAK,3.133644,101.718315,T352;T400;T401
KL366,WARISAN CITY VIEW (OPP),JALAN CHERAS,3.128942,101.72052,T352;T400;T401
KL367,SUNWAY VELOCITY RESIDENCE,JALAN CHERAS,3.127738,101.72226,T352;T400;T401
KL869,MRT MALURI PINTU B,JALAN CHERAS,3.1235027,101.72815,T352;T400;T401
KL870,PGRM,JLN 1/91,3.1229637,101.729164,T352
KL871,BSN,JLN 1/91,3.128011,101.73632,T352
AJ469,LRT PANDAN JAYA,JLN PANDAN INDAH,3.129496,101.73893,T352
AJ269,KEDAI NEWTON LEATHER,JLN INDAH,3.1304479,101.74298,T352
AJ270,REST NANYANG,JLN INDAH,3.12875,101.74294,T352
AJ271,TADIKA BAKTI NUSA,JLN INDAH,3.1245513,101.74243,T352
AJ272,7 ELEVEN,JLN 3/1,3.1202903,101.743675,T352
AJ273,SK PANDAN PERDANA,JLN 3/1,3.115839,101.74176,T352
AJ275,SPG SAFARI PARK,JLN 3/1,3.1142466,101.74106,T352
AJ276,PANDAN HEIGHT,JLN 2/1,3.1127224,101.73863,T352
AJ277,PANDAN VISTA,JLN 2/1,3.115183,101.73894,T352
AJ278,PANDAN PERDANA DELUXE,JLN 2/1,3.116378,101.73961,T352
AJ470,PERDANA VILLA,JLN 2/1,3.118058,101.740585,T352
AJ279,PANDAN WARTA,JLN 2/1,3.119833,101.741585,T352
AJ280,PANDAN COURT,JLN PERDANA UTAMA,3.120642,101.74064,T352
KL880,PETRON,JLN 5/91,3.1228523,101.73794,T352
KL1702,STADIUM BADMINTON CHERAS,JALAN CHERAS,3.1192918,101.72834,T400;T401
KL1703,KOMPLEKS DARUL PUTERI,JALAN CHERAS,3.1166694,101.72819,T400
KL279,VELODROM KL,JALAN YAACOB LATIF,3.1104279,101.728065,T400
KL280,KLINIK KESIHATAN CHERAS,JALAN YAACOB LATIF,3.1066515,101.72594,T400;T402
KL281,S.M. TEKNIK KL (OPP),JALAN YAACOB LATIF,3.1034994,101.723976,T400;T402
KL282,PUSAT PERUBATAN UKM,JALAN YAACOB LATIF,3.100426,101.72272,T400;T402
KL283,KELAB RENANG CHERAS (OPP),JALAN YAACOB LATIF,3.098303,101.722496,T400;T402
KL284,PUSAT BELIA ANTARABANGSA KL (OPP),JALAN YAACOB LATIF,3.0963674,101.72294,T400;T402
KL1843,TMN JAYA (UTARA),JALAN JAYA 5,3.0943916,101.72521,T400;T402
KL1893,TMN MIDAH (BARAT),JALAN MIDAH BARAT,3.0963945,101.72619,T400;T402
KL1913,SK TMN MIDAH,JALAN MIDAH 12,3.096927,101.72713,T400;T402
KL1969,PUSAT KOMERSIAL TMN MIDAH,JALAN MIDAH 12,3.0965862,101.72896,T400;T402
KL1971,TMN MIDAH (TIMUR),JALAN MIDAH BESAR,3.094064,101.72877,T400
KL1972,BANDAR TUN RAZAK (TIMUR),JALAN MIDAH BESAR,3.092185,101.72677,T400
KL345,TMN MIDAH (SELATAN),JALAN MIDAH BESAR,3.09025,101.725716,T400
KL346,PERINDUSTRIAN KILANG MIDAH,JALAN BUDIMAN,3.0891,101.72391,T400
KL1676,BALAI BOMBA TUN RAZAK,JALAN BUDIMAN,3.088938,101.722206,T400
